userID,gender,age,flight type,desitination,phoeType,environment,recommended product,rec score,rec rank
1,M,41,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.315236,4
1,M,41,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.174488,5
1,M,43,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,43,Business,Gatwick,Iphone S7,summer,m1,0.999996,2
1,M,43,Business,Gatwick,Iphone S7,summer,m3,0.999971,3
1,M,43,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.29182,4
1,M,43,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.157109,5
1,M,20,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,20,Business,Gatwick,Iphone S7,summer,m1,0.999987,2
1,M,20,Business,Gatwick,Iphone S7,summer,m3,0.99992,3
1,M,20,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.595742,4
1,M,20,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.441814,5
1,M,55,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,55,Business,Gatwick,Iphone S7,summer,m1,0.999998,2
1,M,55,Business,Gatwick,Iphone S7,summer,m3,0.999982,3
1,M,55,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.174881,4
1,M,55,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.0805887,5
1,M,41,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,41,Business,Gatwick,Iphone S7,summer,m1,0.999995,2
1,M,41,Business,Gatwick,Iphone S7,summer,m3,0.999968,3
1,M,41,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.315236,4
1,M,41,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.174488,5
1,M,59,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,59,Business,Gatwick,Iphone S7,summer,m1,0.999998,2
1,M,59,Business,Gatwick,Iphone S7,summer,m3,0.999985,3
1,M,59,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.145164,4
1,M,59,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.0638123,5
1,M,35,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,35,Business,Gatwick,Iphone S7,summer,m1,0.999994,2
1,M,35,Business,Gatwick,Iphone S7,summer,m3,0.999958,3
1,M,35,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.39095,4
1,M,35,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.235609,5
1,M,20,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,20,Business,Gatwick,Iphone S7,summer,m1,0.999987,2
1,M,20,Business,Gatwick,Iphone S7,summer,m3,0.99992,3
1,M,20,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.595742,4
1,M,20,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.441814,5
1,M,23,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,23,Business,Gatwick,Iphone S7,summer,m1,0.999989,2
1,M,23,Business,Gatwick,Iphone S7,summer,m3,0.99993,3
1,M,23,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.555159,4
1,M,23,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.395936,5
1,M,39,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,39,Business,Gatwick,Iphone S7,summer,m1,0.999995,2
1,M,39,Business,Gatwick,Iphone S7,summer,m3,0.999965,3
1,M,39,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.33963,4
1,M,39,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.193348,5
1,M,47,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,47,Business,Gatwick,Iphone S7,summer,m1,0.999997,2
1,M,47,Business,Gatwick,Iphone S7,summer,m3,0.999975,3
1,M,47,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.24821,4
1,M,47,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.126597,5
1,M,55,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,55,Business,Gatwick,Iphone S7,summer,m1,0.999998,2
1,M,55,Business,Gatwick,Iphone S7,summer,m3,0.999982,3
1,M,55,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.174881,4
1,M,55,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.0805887,5
1,M,49,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,49,Business,Gatwick,Iphone S7,summer,m1,0.999997,2
1,M,49,Business,Gatwick,Iphone S7,summer,m3,0.999977,3
1,M,49,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.228114,4
1,M,49,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.113333,5
1,M,49,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,49,Business,Gatwick,Iphone S7,summer,m1,0.999997,2
1,M,49,Business,Gatwick,Iphone S7,summer,m3,0.999977,3
1,M,49,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.228114,4
1,M,49,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.113333,5
1,M,24,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,24,Business,Gatwick,Iphone S7,summer,m1,0.999989,2
1,M,24,Business,Gatwick,Iphone S7,summer,m3,0.999933,3
1,M,24,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.541438,4
1,M,24,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.381002,5
1,M,29,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,29,Business,Gatwick,Iphone S7,summer,m1,0.999992,2
1,M,29,Business,Gatwick,Iphone S7,summer,m3,0.999946,3
1,M,29,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.472305,4
1,M,29,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.310097,5
1,M,60,Business,Gatwick,Iphone S7,summer,m2,1,1
1,M,60,Business,Gatwick,Iphone S7,summer,m1,0.999998,2
1,M,60,Business,Gatwick,Iphone S7,summer,m3,0.999986,3
1,M,60,Business,Gatwick,Iphone S7,summer,cbwqe7038,0.138423,4
1,M,60,Business,Gatwick,Iphone S7,summer,cbwqe23629,0.0601577,5
3,M ,48,economy,Schiphol,google nexus,other,m1,1,1
3,M ,48,economy,Schiphol,google nexus,other,m3,1,2
3,M ,48,economy,Schiphol,google nexus,other,m2,1,3
3,M ,48,economy,Schiphol,google nexus,other,w3,0.999961,4
3,M ,48,economy,Schiphol,google nexus,other,w1,0.999818,5
3,F,40,economy,Schiphol,xiaomi,other,m1,1,1
3,F,40,economy,Schiphol,xiaomi,other,m3,1,2
3,F,40,economy,Schiphol,xiaomi,other,m2,1,3
3,F,40,economy,Schiphol,xiaomi,other,w3,0.999922,4
3,F,40,economy,Schiphol,xiaomi,other,w1,0.999689,5
3,F,31,diplomat,Sweden,Samsung edge,rainy winters,m1,1,1
3,F,31,diplomat,Sweden,Samsung edge,rainy winters,m3,1,2
3,F,31,diplomat,Sweden,Samsung edge,rainy winters,m2,1,3
3,F,31,diplomat,Sweden,Samsung edge,rainy winters,w3,0.999611,4
3,F,31,diplomat,Sweden,Samsung edge,rainy winters,w1,0.998577,5
3,F,40,diplomat,Frankfurt,xiaomi,other,m1,1,1
3,F,40,diplomat,Frankfurt,xiaomi,other,m3,1,2
3,F,40,diplomat,Frankfurt,xiaomi,other,m2,1,3
3,F,40,diplomat,Frankfurt,xiaomi,other,w3,0.999915,4
3,F,40,diplomat,Frankfurt,xiaomi,other,w1,0.999602,5
3,F,58,diplomat,Sweden,google nexus,winter,m1,1,1
3,F,58,diplomat,Sweden,google nexus,winter,m3,1,2
3,F,58,diplomat,Sweden,google nexus,winter,m2,1,3
3,F,58,diplomat,Sweden,google nexus,winter,w3,0.99981,4
3,F,58,diplomat,Sweden,google nexus,winter,w1,0.999334,5
3,M ,25,economy,Frankfurt,Samsung edge,rainy winters,m1,1,1
3,M ,25,economy,Frankfurt,Samsung edge,rainy winters,m3,1,2
3,M ,25,economy,Frankfurt,Samsung edge,rainy winters,m2,1,3
3,M ,25,economy,Frankfurt,Samsung edge,rainy winters,w3,0.999977,4
3,M ,25,economy,Frankfurt,Samsung edge,rainy winters,w1,0.99988,5
3,F,59,diplomat,Sweden,Samsung edge,winter,m1,1,1
3,F,59,diplomat,Sweden,Samsung edge,winter,m3,1,2
3,F,59,diplomat,Sweden,Samsung edge,winter,m2,1,3
3,F,59,diplomat,Sweden,Samsung edge,winter,w3,0.998732,4
3,F,59,diplomat,Sweden,Samsung edge,winter,w1,0.996523,5
3,F,50,economy,Munich,google nexus,rainy winters,m1,1,1
3,F,50,economy,Munich,google nexus,rainy winters,m3,1,2
3,F,50,economy,Munich,google nexus,rainy winters,m2,1,3
3,F,50,economy,Munich,google nexus,rainy winters,w3,0.999836,4
3,F,50,economy,Munich,google nexus,rainy winters,w1,0.999337,5
3,M ,22,economy,Munich,Samsung edge,winter,m1,1,1
3,M ,22,economy,Munich,Samsung edge,winter,m3,1,2
3,M ,22,economy,Munich,Samsung edge,winter,m2,1,3
3,M ,22,economy,Munich,Samsung edge,winter,w3,0.999957,4
3,M ,22,economy,Munich,Samsung edge,winter,w1,0.999787,5
3,M ,43,executive,Munich,xiaomi,other,m1,1,1
3,M ,43,executive,Munich,xiaomi,other,m3,1,2
3,M ,43,executive,Munich,xiaomi,other,m2,1,3
3,M ,43,executive,Munich,xiaomi,other,w3,0.999817,4
3,M ,43,executive,Munich,xiaomi,other,w1,0.99914,5
3,M ,32,executive,Sweden,xiaomi,winter,m1,1,1
3,M ,32,executive,Sweden,xiaomi,winter,m3,1,2
3,M ,32,executive,Sweden,xiaomi,winter,m2,1,3
3,M ,32,executive,Sweden,xiaomi,winter,w3,0.999975,4
3,M ,32,executive,Sweden,xiaomi,winter,w1,0.999882,5
3,M ,55,economy,Schiphol,xiaomi,winter,m1,1,1
3,M ,55,economy,Schiphol,xiaomi,winter,m3,1,2
3,M ,55,economy,Schiphol,xiaomi,winter,m2,1,3
3,M ,55,economy,Schiphol,xiaomi,winter,w3,0.999966,4
3,M ,55,economy,Schiphol,xiaomi,winter,w1,0.999866,5
3,F,44,economy,Munich,Samsung edge,other,m1,1,1
3,F,44,economy,Munich,Samsung edge,other,m3,1,2
3,F,44,economy,Munich,Samsung edge,other,m2,1,3
3,F,44,economy,Munich,Samsung edge,other,w3,0.999114,4
3,F,44,economy,Munich,Samsung edge,other,w1,0.997098,5
3,M ,57,economy,Schiphol,Samsung edge,other,m1,1,1
3,M ,57,economy,Schiphol,Samsung edge,other,m3,1,2
3,M ,57,economy,Schiphol,Samsung edge,other,m2,1,3
3,M ,57,economy,Schiphol,Samsung edge,other,w3,0.999541,4
3,M ,57,economy,Schiphol,Samsung edge,other,w1,0.998458,5
3,M ,50,economy,Schiphol,xiaomi,rainy winters,m1,1,1
3,M ,50,economy,Schiphol,xiaomi,rainy winters,m3,1,2
3,M ,50,economy,Schiphol,xiaomi,rainy winters,m2,1,3
3,M ,50,economy,Schiphol,xiaomi,rainy winters,w3,0.999952,4
3,M ,50,economy,Schiphol,xiaomi,rainy winters,w1,0.999802,5
3,M ,45,economy,Frankfurt,google nexus,other,m1,1,1
3,M ,45,economy,Frankfurt,google nexus,other,m3,1,2
3,M ,45,economy,Frankfurt,google nexus,other,m2,1,3
3,M ,45,economy,Frankfurt,google nexus,other,w3,0.99998,4
3,M ,45,economy,Frankfurt,google nexus,other,w1,0.999897,5
3,M ,38,economy,Sweden,xiaomi,rainy winters,m1,1,1
3,M ,38,economy,Sweden,xiaomi,rainy winters,m3,1,2
3,M ,38,economy,Sweden,xiaomi,rainy winters,m2,1,3
3,M ,38,economy,Sweden,xiaomi,rainy winters,w3,0.999962,4
3,M ,38,economy,Sweden,xiaomi,rainy winters,w1,0.999865,5
3,F,27,economy,Sweden,xiaomi,other,m1,1,1
3,F,27,economy,Sweden,xiaomi,other,m3,1,2
3,F,27,economy,Sweden,xiaomi,other,m2,1,3
3,F,27,economy,Sweden,xiaomi,other,w3,0.999949,4
3,F,27,economy,Sweden,xiaomi,other,w1,0.999822,5
3,M ,36,executive,Munich,Samsung edge,other,m1,1,1
3,M ,36,executive,Munich,Samsung edge,other,m3,1,2
3,M ,36,executive,Munich,Samsung edge,other,m2,1,3
3,M ,36,executive,Munich,Samsung edge,other,w3,0.999591,4
3,M ,36,executive,Munich,Samsung edge,other,w1,0.998068,5
3,M ,18,diplomat,Munich,xiaomi,winter,m1,1,1
3,M ,18,diplomat,Munich,xiaomi,winter,m3,1,2
3,M ,18,diplomat,Munich,xiaomi,winter,m2,1,3
3,M ,18,diplomat,Munich,xiaomi,winter,w3,0.99999,4
3,M ,18,diplomat,Munich,xiaomi,winter,w1,0.999939,5
3,F,23,economy,Frankfurt,xiaomi,other,m1,1,1
3,F,23,economy,Frankfurt,xiaomi,other,m3,1,2
3,F,23,economy,Frankfurt,xiaomi,other,m2,1,3
3,F,23,economy,Frankfurt,xiaomi,other,w3,0.999985,4
3,F,23,economy,Frankfurt,xiaomi,other,w1,0.999923,5
3,F,22,executive,Sweden,Samsung edge,other,m1,1,1
3,F,22,executive,Sweden,Samsung edge,other,m3,1,2
3,F,22,executive,Sweden,Samsung edge,other,m2,1,3
3,F,22,executive,Sweden,Samsung edge,other,w3,0.999795,4
3,F,22,executive,Sweden,Samsung edge,other,w1,0.999151,5
3,F,40,economy,Sweden,xiaomi,winter,m1,1,1
3,F,40,economy,Sweden,xiaomi,winter,m3,1,2
3,F,40,economy,Sweden,xiaomi,winter,m2,1,3
3,F,40,economy,Sweden,xiaomi,winter,w3,0.999953,4
3,F,40,economy,Sweden,xiaomi,winter,w1,0.999848,5
3,M ,50,economy,Sweden,xiaomi,other,m1,1,1
3,M ,50,economy,Sweden,xiaomi,other,m3,1,2
3,M ,50,economy,Sweden,xiaomi,other,m2,1,3
3,M ,50,economy,Sweden,xiaomi,other,w3,0.999885,4
3,M ,50,economy,Sweden,xiaomi,other,w1,0.999658,5
3,M ,23,economy,Sweden,xiaomi,winter,m1,1,1
3,M ,23,economy,Sweden,xiaomi,winter,m3,1,2
3,M ,23,economy,Sweden,xiaomi,winter,m2,1,3
3,M ,23,economy,Sweden,xiaomi,winter,w3,0.999993,4
3,M ,23,economy,Sweden,xiaomi,winter,w1,0.999971,5
6,F,19,economy,Frankfurt,google nexus,rainy winters,m1,1,1
6,F,19,economy,Frankfurt,google nexus,rainy winters,m3,1,2
6,F,19,economy,Frankfurt,google nexus,rainy winters,m2,1,3
6,F,19,economy,Frankfurt,google nexus,rainy winters,w3,0.999883,4
6,F,19,economy,Frankfurt,google nexus,rainy winters,w1,0.999738,5
6,F,24,diplomat,Schiphol,Samsung edge,other,m1,1,1
6,F,24,diplomat,Schiphol,Samsung edge,other,m3,1,2
6,F,24,diplomat,Schiphol,Samsung edge,other,m2,1,3
6,F,24,diplomat,Schiphol,Samsung edge,other,w3,0.998446,4
6,F,24,diplomat,Schiphol,Samsung edge,other,w1,0.9973,5
6,F,56,economy,Sweden,Samsung edge,rainy winters,m1,1,1
6,F,56,economy,Sweden,Samsung edge,rainy winters,m3,1,2
6,F,56,economy,Sweden,Samsung edge,rainy winters,m2,1,3
6,F,56,economy,Sweden,Samsung edge,rainy winters,cbwqe62812,0.996128,4
6,F,56,economy,Sweden,Samsung edge,rainy winters,cbwqe55868,0.994246,5
6,M ,33,executive,Munich,xiaomi,rainy winters,m1,1,1
6,M ,33,executive,Munich,xiaomi,rainy winters,m3,1,2
6,M ,33,executive,Munich,xiaomi,rainy winters,m2,1,3
6,M ,33,executive,Munich,xiaomi,rainy winters,w3,0.998974,4
6,M ,33,executive,Munich,xiaomi,rainy winters,w1,0.998042,5
6,F,47,diplomat,Schiphol,xiaomi,rainy winters,m1,1,1
6,F,47,diplomat,Schiphol,xiaomi,rainy winters,m3,1,2
6,F,47,diplomat,Schiphol,xiaomi,rainy winters,m2,1,3
6,F,47,diplomat,Schiphol,xiaomi,rainy winters,w3,0.998859,4
6,F,47,diplomat,Schiphol,xiaomi,rainy winters,w1,0.998278,5
6,F,22,economy,Frankfurt,Samsung edge,winter,m1,1,1
6,F,22,economy,Frankfurt,Samsung edge,winter,m3,1,2
6,F,22,economy,Frankfurt,Samsung edge,winter,m2,1,3
6,F,22,economy,Frankfurt,Samsung edge,winter,w3,0.999751,4
6,F,22,economy,Frankfurt,Samsung edge,winter,w1,0.999562,5
6,M ,38,diplomat,Frankfurt,Samsung edge,winter,m1,1,1
6,M ,38,diplomat,Frankfurt,Samsung edge,winter,m3,1,2
6,M ,38,diplomat,Frankfurt,Samsung edge,winter,m2,1,3
6,M ,38,diplomat,Frankfurt,Samsung edge,winter,w3,0.999335,4
6,M ,38,diplomat,Frankfurt,Samsung edge,winter,w1,0.99879,5
6,F,59,executive,Munich,Samsung edge,winter,m1,1,1
6,F,59,executive,Munich,Samsung edge,winter,m3,1,2
6,F,59,executive,Munich,Samsung edge,winter,m2,1,3
6,F,59,executive,Munich,Samsung edge,winter,cbwqe62812,0.990663,4
6,F,59,executive,Munich,Samsung edge,winter,cbwqe55868,0.988928,5
6,M ,49,diplomat,Sweden,Samsung edge,winter,m1,1,1
6,M ,49,diplomat,Sweden,Samsung edge,winter,m3,1,2
6,M ,49,diplomat,Sweden,Samsung edge,winter,m2,1,3
6,M ,49,diplomat,Sweden,Samsung edge,winter,w3,0.995955,4
6,M ,49,diplomat,Sweden,Samsung edge,winter,w1,0.995266,5
6,M ,57,diplomat,Munich,google nexus,winter,m1,1,1
6,M ,57,diplomat,Munich,google nexus,winter,m3,1,2
6,M ,57,diplomat,Munich,google nexus,winter,m2,1,3
6,M ,57,diplomat,Munich,google nexus,winter,w3,0.997926,4
6,M ,57,diplomat,Munich,google nexus,winter,w1,0.996587,5
6,M ,31,diplomat,Frankfurt,xiaomi,other,m1,1,1
6,M ,31,diplomat,Frankfurt,xiaomi,other,m3,1,2
6,M ,31,diplomat,Frankfurt,xiaomi,other,m2,1,3
6,M ,31,diplomat,Frankfurt,xiaomi,other,w3,0.999714,4
6,M ,31,diplomat,Frankfurt,xiaomi,other,w1,0.999435,5
6,M ,33,economy,Frankfurt,google nexus,winter,m1,1,1
6,M ,33,economy,Frankfurt,google nexus,winter,m3,1,2
6,M ,33,economy,Frankfurt,google nexus,winter,m2,1,3
6,M ,33,economy,Frankfurt,google nexus,winter,w3,0.99993,4
6,M ,33,economy,Frankfurt,google nexus,winter,w1,0.999849,5
6,F,48,diplomat,Frankfurt,google nexus,other,m1,1,1
6,F,48,diplomat,Frankfurt,google nexus,other,m3,1,2
6,F,48,diplomat,Frankfurt,google nexus,other,m2,1,3
6,F,48,diplomat,Frankfurt,google nexus,other,w3,0.998698,4
6,F,48,diplomat,Frankfurt,google nexus,other,w1,0.997726,5
6,M ,21,economy,Schiphol,Samsung edge,winter,m1,1,1
6,M ,21,economy,Schiphol,Samsung edge,winter,m3,1,2
6,M ,21,economy,Schiphol,Samsung edge,winter,m2,1,3
6,M ,21,economy,Schiphol,Samsung edge,winter,w3,0.999796,4
6,M ,21,economy,Schiphol,Samsung edge,winter,w1,0.999618,5
6,M ,36,economy,Sweden,Samsung edge,rainy winters,m1,1,1
6,M ,36,economy,Sweden,Samsung edge,rainy winters,m3,1,2
6,M ,36,economy,Sweden,Samsung edge,rainy winters,m2,1,3
6,M ,36,economy,Sweden,Samsung edge,rainy winters,w3,0.997775,4
6,M ,36,economy,Sweden,Samsung edge,rainy winters,w1,0.997399,5
6,M ,53,diplomat,Munich,Samsung edge,other,m1,1,1
6,M ,53,diplomat,Munich,Samsung edge,other,m3,1,2
6,M ,53,diplomat,Munich,Samsung edge,other,m2,1,3
6,M ,53,diplomat,Munich,Samsung edge,other,cbwqe62812,0.989685,4
6,M ,53,diplomat,Munich,Samsung edge,other,cbwqe7289,0.988409,5
6,M ,22,diplomat,Sweden,google nexus,winter,m1,1,1
6,M ,22,diplomat,Sweden,google nexus,winter,m3,1,2
6,M ,22,diplomat,Sweden,google nexus,winter,m2,1,3
6,M ,22,diplomat,Sweden,google nexus,winter,w3,0.999746,4
6,M ,22,diplomat,Sweden,google nexus,winter,w1,0.999493,5
6,F,51,economy,Schiphol,xiaomi,winter,m1,1,1
6,F,51,economy,Schiphol,xiaomi,winter,m3,1,2
6,F,51,economy,Schiphol,xiaomi,winter,m2,1,3
6,F,51,economy,Schiphol,xiaomi,winter,w3,0.999723,4
6,F,51,economy,Schiphol,xiaomi,winter,w1,0.999636,5
6,M ,22,economy,Sweden,Samsung edge,other,m1,1,1
6,M ,22,economy,Sweden,Samsung edge,other,m3,1,2
6,M ,22,economy,Sweden,Samsung edge,other,m2,1,3
6,M ,22,economy,Sweden,Samsung edge,other,w3,0.998906,4
6,M ,22,economy,Sweden,Samsung edge,other,w1,0.998566,5
7,M,20,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000214341,1
7,M,20,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000179518,2
7,M,20,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000137551,3
7,M,20,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000136566,4
7,M,20,diplomat,Berlin,Samsung edge,holiday season,cbwqe49896,0.000126711,5
7,M,19,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000202521,1
7,M,19,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.00017118,2
7,M,19,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.00013099,3
7,M,19,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000129911,4
7,M,19,diplomat,Berlin,Samsung edge,holiday season,cbwqe49896,0.000121389,5
7,M,22,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000240092,1
7,M,22,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.00019743,2
7,M,22,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000151676,3
7,M,22,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000150916,4
7,M,22,diplomat,Berlin,Samsung edge,holiday season,cbwqe49896,0.000138066,5
7,M,25,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.00028463,1
7,M,25,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000227705,2
7,M,25,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000175627,3
7,M,25,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000175316,4
7,M,25,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.000166444,5
7,M,51,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.00124318,1
7,M,51,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.00084614,2
7,M,51,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000783821,3
7,M,51,diplomat,Berlin,Samsung edge,holiday season,cbwqe12777,0.000673548,4
7,M,51,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000642386,5
7,M,32,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.00042336,1
7,M,32,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000317639,2
7,M,32,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.000257889,3
7,M,32,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000248704,4
7,M,32,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000247265,5
7,M,23,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000254105,1
7,M,23,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000207046,2
7,M,23,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000159273,3
7,M,23,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000158646,4
7,M,23,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.00014687,5
7,M,49,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.00110997,1
7,M,49,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.000746692,2
7,M,49,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000712744,3
7,M,49,diplomat,Berlin,Samsung edge,holiday season,cbwqe12777,0.000588391,4
7,M,49,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000581332,5
7,M,46,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000936403,1
7,M,46,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.000618987,2
7,M,46,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000618021,3
7,M,46,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000500452,4
7,M,46,diplomat,Berlin,Samsung edge,holiday season,cbwqe40272,0.000490072,5
7,M,58,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.00184825,1
7,M,58,diplomat,Berlin,Samsung edge,holiday season,cbwqe31719,0.00131052,2
7,M,58,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.00109316,3
7,M,58,diplomat,Berlin,Samsung edge,holiday season,cbwqe12777,0.00108089,4
7,M,58,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000911115,5
7,M,27,diplomat,Berlin,Samsung edge,holiday season,cbwqe62812,0.000318822,1
7,M,27,diplomat,Berlin,Samsung edge,holiday season,cbwqe18872,0.000250425,2
7,M,27,diplomat,Berlin,Samsung edge,holiday season,cbwqe26330,0.000193736,3
